Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_zscore,Avg Exp_zscore,Avg_naive,Test plate #,Avg_plate,Min_plate,Max_plate,outliers removed by Exp_zscore: 375 greater than 1.8
ASO361-384_WT_20210621,P3,Naive_P32,Naive_P32,7.356741332,-0.043282564,1.030455757,8.06619123,-0.709449897,1.635180501,0.44033641,,,32,,,,
ASO361-384_WT_20210621,P4,Naive_P32,Naive_P32,7.377776251,-0.022247645,1.015540408,8.06619123,-0.688414978,1.611512052,0.209859317,0.552689633,,32,,,,
ASO361-384_WT_20210621,P5,Naive_P32,Naive_P32,7.333973929,-0.066049967,1.046846538,8.06619123,-0.732217301,1.66119024,0.693612377,,,32,,,,
ASO361-384_WT_20210621,P6,Naive_P32,Naive_P32,7.328545157,-0.071478739,1.050793178,8.06619123,-0.737646073,1.667452972,0.754597205,,,32,,,,
ASO361-384_WT_20210621,P7,Naive_P32,Naive_P32,7.40723962,0.007215724,0.995010928,8.06619123,-0.658951609,1.578934812,0.107369238,0.349485572,,32,,,,
ASO361-384_WT_20210621,P8,Naive_P32,Naive_P32,7.392756805,-0.007267091,1.005049872,8.06619123,-0.673434425,1.594865127,0.047755957,,,32,,,,
ASO361-384_WT_20210621,P9,Naive_P32,Naive_P32,7.48294004,0.082916144,0.944147295,8.06619123,-0.583251189,1.498221769,0.893331522,,,32,,,,
ASO385-408_MT_20210621,A1,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.472319221,0.692397895,0.61882445,7.732760864,0.739558357,0.598922669,1.399150461,0.837902792,,33,0.830580969,0.016545751,2.151856211,
ASO385-408_MT_20210621,A2,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.223429524,0.443508199,0.735344297,7.732760864,0.490668661,0.711695165,0.301026084,,,33,,,,
ASO385-408_MT_20210621,A3,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.334272358,0.554351033,0.680963307,7.732760864,0.601511495,0.659063101,0.81353183,,,33,,,,
ASO385-408_MT_20210621,A4,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.042804439,0.262883113,0.833420728,7.732760864,0.310043575,0.806617396,0.623280991,0.837902792,,33,,,,
ASO385-408_MT_20210621,A5,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.027717487,0.247796161,0.842181937,7.732760864,0.294956623,0.815096839,0.705849736,,,33,,,,
ASO385-408_MT_20210621,A6,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,7.943223452,0.163302126,0.892978827,7.732760864,0.210462588,0.864260069,1.184577647,,,33,,,,
ASO385-408_total_20210621,A1,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.477226835,1.365565174,0.388082377,7.788506045,0.688720789,0.620403707,0.383563399,0.852043342,,33,,,,
ASO385-408_total_20210621,A2,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.744656377,1.632994716,0.322418244,7.788506045,0.956150331,0.515430448,1.208824299,,,33,,,,
ASO385-408_total_20210621,A3,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.659935758,1.548274097,0.341918859,7.788506045,0.871429713,0.546604896,0.963742328,,,33,,,,
ASO385-408_total_20210621,A4,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.094072961,0.9824113,0.506133089,7.788506045,0.305566915,0.809124204,1.100087291,0.852043342,,33,,,,
ASO385-408_total_20210621,A5,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.257787623,1.146125962,0.451836912,7.788506045,0.469281577,0.722324206,0.417697839,,,33,,,,
ASO385-408_total_20210621,A6,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.108144659,0.996482998,0.501220387,7.788506045,0.319638614,0.801270566,1.038344896,,,33,,,,
ASO385-408_WT_20210621,A1,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.464169998,0.523184682,0.695834115,7.646497302,0.817672697,0.567356444,0.927804599,0.614041367,,33,,,,
ASO385-408_WT_20210621,A2,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.279378117,0.3383928,0.790921929,7.646497302,0.632880815,0.644887399,0.165301061,,,33,,,,
ASO385-408_WT_20210621,A3,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.432279842,0.491294526,0.711386486,7.646497302,0.785782541,0.58003725,0.74901844,,,33,,,,
ASO385-408_WT_20210621,A4,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.446782391,0.505797075,0.704271167,7.646497302,0.80028509,0.574235692,0.830814366,1.057716903,,33,,,,
ASO385-408_WT_20210621,A5,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.163022445,0.222037129,0.857353972,7.646497302,0.516525143,0.699053538,0.928987168,,,33,,,,
ASO385-408_WT_20210621,A6,ASO385_10,KQJM130_L19_5-10-4_10uM_P33,8.093809406,0.15282409,0.899487981,7.646497302,0.447312105,0.733407993,1.413349176,,,33,,,,
ASO385-408_MT_20210621,A7,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.51370056,-0.266220765,1.202653268,7.732760864,-0.219060303,1.163975186,0.699556846,0.897778285,,33,,,,
ASO385-408_MT_20210621,A8,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.473421016,-0.306500309,1.236704061,7.732760864,-0.259339847,1.196930884,0.813004805,,,33,,,,
ASO385-408_MT_20210621,A9,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.350077482,-0.429843844,1.347087761,7.732760864,-0.382683382,1.303764576,1.180773205,,,33,,,,
ASO385-408_MT_20210621,A10,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.155853865,0.37593254,0.770607141,7.732760864,0.423093002,0.745823933,0.739903077,0.897778285,,33,,,,
ASO385-408_MT_20210621,A11,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.297081996,0.517160671,0.698745663,7.732760864,0.564321133,0.676273566,0.979325931,,,33,,,,
ASO385-408_MT_20210621,A12,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.293850698,0.513929373,0.700312443,7.732760864,0.561089835,0.677789957,0.974105847,,,33,,,,
ASO385-408_total_20210621,A7,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.239915978,0.128254317,0.914937869,7.788506045,-0.548590067,1.462655557,0.878902976,0.904907336,,33,,,,
ASO385-408_total_20210621,A8,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.298257097,0.186595436,0.878676834,7.788506045,-0.490248948,1.404687245,0.738310689,,,33,,,,
ASO385-408_total_20210621,A9,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.153643467,0.041981806,0.971319745,7.788506045,-0.634862578,1.552789834,1.097508342,,,33,,,,
ASO385-408_total_20210621,A10,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.348746541,1.23708488,0.424228991,7.788506045,0.560240495,0.678189101,1.023687054,0.904907336,,33,,,,
ASO385-408_total_20210621,A11,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.207632292,1.095970631,0.467821272,7.788506045,0.419126246,0.747877432,0.854669855,,,33,,,,
ASO385-408_total_20210621,A12,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.193146074,1.081484413,0.472542366,7.788506045,0.404640029,0.755424758,0.836365099,,,33,,,,
ASO385-408_WT_20210621,A7,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.79245969,-0.148525626,1.108436118,7.646497302,0.145962388,0.903776288,0.88223668,0.884822712,,33,,,,
ASO385-408_WT_20210621,A8,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.70741225,-0.233573066,1.175743263,7.646497302,0.060914949,0.958655952,1.18326044,,,33,,,,
ASO385-408_WT_20210621,A9,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,7.88043479,-0.060550526,1.042863637,7.646497302,0.233937488,0.850311003,0.588971016,,,33,,,,
ASO385-408_WT_20210621,A10,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.33935903,0.398373713,0.758713065,7.646497302,0.692861728,0.618625527,0.681860975,0.884822712,,33,,,,
ASO385-408_WT_20210621,A11,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.39366639,0.452681074,0.730683699,7.646497302,0.747169088,0.595771457,0.807219216,,,33,,,,
ASO385-408_WT_20210621,A12,ASO385_3,KQJM130_L19_5-10-4_3uM_P33,8.5611442,0.620158884,0.650599273,7.646497302,0.914646899,0.530473689,1.165387946,,,33,,,,
ASO385-408_MT_20210621,B1,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.532820541,0.752899216,0.593409852,7.732760864,0.800059678,0.57432542,1.033974045,0.61504422,,33,,,,
ASO385-408_MT_20210621,B2,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.571587821,0.791666495,0.577676417,7.732760864,0.838826957,0.559097982,0.794612864,,,33,,,,
ASO385-408_MT_20210621,B3,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.711296733,0.931375408,0.524358201,7.732760864,0.97853587,0.507494513,0.016545751,,,33,,,,
ASO385-408_MT_20210621,B4,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.695732476,0.915811151,0.53004577,7.732760864,0.962971613,0.512999167,0.069982287,0.650668577,,33,,,,
ASO385-408_MT_20210621,B5,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,9.079563596,1.299642271,0.406226913,7.732760864,1.346802733,,1.813740393,,,33,,,,
ASO385-408_MT_20210621,B6,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.72068385,0.940762524,0.52095746,7.732760864,0.987922986,0.504203142,0.068283052,,,33,,,,
ASO385-408_total_20210621,B1,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.421912664,1.310251003,0.403250715,7.788506045,0.633406618,0.644652407,0.61898978,0.658064036,,33,,,,
ASO385-408_total_20210621,B2,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.506541828,1.394880167,0.380276273,7.788506045,0.718035783,0.607924563,0.675138442,,,33,,,,
ASO385-408_total_20210621,B3,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.41803883,1.306377169,0.404334954,7.788506045,0.629532785,0.646385713,0.680063887,,,33,,,,
ASO385-408_total_20210621,B4,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.412759956,1.301098295,0.40581714,7.788506045,0.624253911,0.648755194,0.763554024,0.946215219,,33,,,,
ASO385-408_total_20210621,B5,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.439496989,1.327835328,0.398365516,7.788506045,0.650990944,0.636842735,0.343811191,,,33,,,,
ASO385-408_total_20210621,B6,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.579487312,1.467825651,0.361526761,7.788506045,0.790981267,0.577950858,1.731280441,,,33,,,,
ASO385-408_WT_20210621,B1,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.670275998,0.729290682,0.603200411,7.646497302,1.023778697,0.491826475,1.109030636,0.786361305,,33,,,,
ASO385-408_WT_20210621,B2,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.675902246,0.734916929,0.600852621,7.646497302,1.029404944,0.489912177,1.035232809,,,33,,,,
ASO385-408_WT_20210621,B3,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.774697523,0.833712207,0.561083656,7.646497302,1.128200221,0.457486088,0.214820469,,,33,,,,
ASO385-408_WT_20210621,B4,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.893870292,0.952884976,0.51659838,7.646497302,1.247372991,0.421214501,1.613120997,0.643147659,,33,,,,
ASO385-408_WT_20210621,B5,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.770223711,0.829238395,0.562826283,7.646497302,1.123726409,0.458906959,0.160044684,,,33,,,,
ASO385-408_WT_20210621,B6,ASO386_10,KQJM131_L18_4-10-4_10uM_P33,8.769916519,0.828931202,0.562946138,7.646497302,1.123419217,0.459004685,0.156277295,,,33,,,,
ASO385-408_MT_20210621,B7,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.267542399,0.487621073,0.713200157,7.732760864,0.534781535,0.690263194,0.844012552,0.908022934,,33,,,,
ASO385-408_MT_20210621,B8,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.433516013,0.653594687,0.635694412,7.732760864,0.700755149,0.615250082,0.929157621,,,33,,,,
ASO385-408_MT_20210621,B9,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.479143839,0.699222513,0.615904036,7.732760864,0.746382975,0.596096177,0.950898628,,,33,,,,
ASO385-408_MT_20210621,B10,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.65121283,-1.128708496,2.18662905,7.732760864,-1.081548034,2.116305691,0.774644296,0.908022934,,33,,,,
ASO385-408_MT_20210621,B11,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.592185918,-1.187735408,2.277948937,7.732760864,-1.140574945,2.204688673,0.874965093,,,33,,,,
ASO385-408_MT_20210621,B12,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.481530243,-1.298391082,2.459544372,7.732760864,-1.25123062,2.380443885,1.074459412,,,33,,,,
ASO385-408_total_20210621,B7,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.341450583,1.229788922,0.426379824,7.788506045,0.552944538,0.681627507,0.924938908,0.911548313,,33,,,,
ASO385-408_total_20210621,B8,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.289779922,1.178118261,0.441927538,7.788506045,0.501273877,0.706482693,0.906835077,,,33,,,,
ASO385-408_total_20210621,B9,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.278708601,1.16704694,0.445331961,7.788506045,0.490202556,0.711925136,0.902870952,,,33,,,,
ASO385-408_total_20210621,B10,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.166977152,-0.944684509,1.924767929,7.788506045,-1.621528893,3.077009491,0.81979114,0.911548313,,33,,,,
ASO385-408_total_20210621,B11,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.064089008,-1.047572653,2.067049092,7.788506045,-1.724417037,3.304465738,0.985463985,,,33,,,,
ASO385-408_total_20210621,B12,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.098097822,-1.013563839,2.018892144,7.788506045,-1.690408224,3.227480153,0.929389812,,,33,,,,
ASO385-408_WT_20210621,B7,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.561954889,0.620969573,0.650233787,7.646497302,0.915457587,0.530175685,0.901516161,0.899382925,,33,,,,
ASO385-408_WT_20210621,B8,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.512171854,0.571186537,0.673063003,7.646497302,0.865674552,0.548789753,0.878008673,,,33,,,,
ASO385-408_WT_20210621,B9,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,8.599296392,0.658311075,0.633619625,7.646497302,0.95279909,0.516629135,0.918623942,,,33,,,,
ASO385-408_WT_20210621,B10,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.507934255,-1.433051061,2.700171535,7.646497302,-1.138563046,2.201616284,1.209326689,0.899382925,,33,,,,
ASO385-408_WT_20210621,B11,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.753689084,-1.187296232,2.277255604,7.646497302,-0.892808217,1.856786859,0.773845627,,,33,,,,
ASO385-408_WT_20210621,B12,ASO386_3,KQJM131_L18_4-10-4_3uM_P33,6.790370392,-1.150614925,2.220085017,7.646497302,-0.85612691,1.810172155,0.71497646,,,33,,,,
ASO385-408_MT_20210621,C1,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.82331553,1.043394204,0.485184644,7.732760864,1.090554666,0.469580802,1.24642762,0.871807109,,33,,,,
ASO385-408_MT_20210621,C2,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.640031471,0.860110145,0.550910496,7.732760864,0.907270607,0.53319287,0.883750544,,,33,,,,
ASO385-408_MT_20210621,C3,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.46231702,0.682395694,0.623129665,7.732760864,0.729556157,0.603089425,0.485243163,,,33,,,,
ASO385-408_MT_20210621,C4,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.08068827,0.300766945,0.811820713,7.732760864,0.347927407,0.785712051,0.55595928,0.871807109,,33,,,,
ASO385-408_MT_20210621,C5,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.938252566,0.15833124,0.896060942,7.732760864,0.205491702,0.867243061,1.020799201,,,33,,,,
ASO385-408_MT_20210621,C6,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.933049734,0.153128408,0.899298266,7.732760864,0.20028887,0.870376271,1.038662845,,,33,,,,
ASO385-408_total_20210621,C1,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.644837996,1.533176335,0.345515818,7.788506045,0.85633195,0.552355136,0.962505238,0.885996101,,33,,,,
ASO385-408_total_20210621,C2,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.48541109,1.373749429,0.38588706,7.788506045,0.696905045,0.616894186,0.74670314,,,33,,,,
ASO385-408_total_20210621,C3,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.634156387,1.522494726,0.348083486,7.788506045,0.845650342,0.55645991,0.948779923,,,33,,,,
ASO385-408_total_20210621,C4,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.656138829,0.544477168,0.685639833,7.788506045,-0.132367217,1.096090725,0.855607685,0.885996101,,33,,,,
ASO385-408_total_20210621,C5,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.785622679,0.673961018,0.626783446,7.788506045,-0.002883366,1.002000596,0.540994327,,,33,,,,
ASO385-408_total_20210621,C6,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.504649127,0.392987466,0.761550986,7.788506045,-0.283856919,1.217445271,1.26138629,,,33,,,,
ASO385-408_WT_20210621,C1,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.79673709,0.855751774,0.552577309,7.646497302,1.150239789,0.45055034,0.845374642,0.759961529,,33,,,,
ASO385-408_WT_20210621,C2,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.720051151,0.779065835,0.582744006,7.646497302,1.07355385,0.475147107,0.701831573,,,33,,,,
ASO385-408_WT_20210621,C3,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.73619025,0.795204933,0.57626131,7.646497302,1.089692948,0.469861366,0.732678372,,,33,,,,
ASO385-408_WT_20210621,C4,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,8.49512878,0.554143463,0.681061288,7.646497302,0.848631478,0.555311247,0.234005594,0.915965259,,33,,,,
ASO385-408_WT_20210621,C5,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.993628067,0.05264275,0.964168532,7.646497302,0.347130765,0.786146033,1.113111821,,,33,,,,
ASO385-408_WT_20210621,C6,ASO387_10,KQJM132_L19_5-10-4_10uM_P33,7.905890865,-0.035094451,1.024623902,7.646497302,0.259393563,0.835439022,1.400778361,,,33,,,,
ASO385-408_MT_20210621,C7,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.758671804,-0.021249522,1.014838053,7.732760864,0.025910941,0.982200226,0.821597253,0.90634202,,33,,,,
ASO385-408_MT_20210621,C8,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.935273129,0.155351804,0.897913389,7.732760864,0.202512266,0.869035932,0.981522559,,,33,,,,
ASO385-408_MT_20210621,C9,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.860181857,0.080260532,0.945886817,7.732760864,0.127420994,0.915466505,0.915906248,,,33,,,,
ASO385-408_MT_20210621,C10,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.678042929,-1.101878397,2.146339653,7.732760864,-1.054717935,2.077312026,0.726029511,0.90634202,,33,,,,
ASO385-408_MT_20210621,C11,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.520099867,-1.259821459,2.394661038,7.732760864,-1.212660996,2.317647241,1.065674476,,,33,,,,
ASO385-408_MT_20210621,C12,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.582364905,-1.197556421,2.293508765,7.732760864,-1.150395959,2.219748087,0.927322073,,,33,,,,
ASO385-408_total_20210621,C7,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.342552132,0.230890471,0.852108784,7.788506045,-0.445953913,1.362214518,0.934495018,0.905369499,,33,,,,
ASO385-408_total_20210621,C8,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.365198922,0.253537261,0.838837195,7.788506045,-0.423307123,1.340998035,0.951251938,,,33,,,,
ASO385-408_total_20210621,C9,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.209266699,0.097605038,0.93458317,7.788506045,-0.579239347,1.494061305,0.830361543,,,33,,,,
ASO385-408_total_20210621,C10,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.007138492,-1.104523168,2.150277966,7.788506045,-1.781367553,3.437518679,0.704594101,0.905369499,,33,,,,
ASO385-408_total_20210621,C11,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,5.817621309,-1.294040352,2.452138305,7.788506045,-1.970884736,3.920084455,1.085727781,,,33,,,,
ASO385-408_total_20210621,C12,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,5.894143136,-1.217518525,2.325463869,7.788506045,-1.894362909,3.717577734,0.925786617,,,33,,,,
ASO385-408_WT_20210621,C7,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.972537867,0.031552551,0.978366865,7.646497302,0.326040566,0.797722809,1.019546229,0.88264552,,33,,,,
ASO385-408_WT_20210621,C8,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.883748874,-0.057236442,1.040470775,7.646497302,0.237251572,0.848359955,0.923840376,,,33,,,,
ASO385-408_WT_20210621,C9,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,7.698816732,-0.242168585,1.182769203,7.646497302,0.05231943,0.964384635,0.704549956,,,33,,,,
ASO385-408_WT_20210621,C10,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.635860281,-1.305125035,2.471051426,7.646497302,-1.010637021,2.014800537,1.280770278,0.88264552,,33,,,,
ASO385-408_WT_20210621,C11,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.943276185,-0.997709131,1.996826702,7.646497302,-0.703221117,1.62813589,0.549961513,,,33,,,,
ASO385-408_WT_20210621,C12,ASO387_3,KQJM132_L19_5-10-4_3uM_P33,6.823129448,-1.117855869,2.170241917,7.646497302,-0.823367854,1.769532003,0.817204769,,,33,,,,
ASO385-408_MT_20210621,D1,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.522438737,0.742517412,0.597695501,7.732760864,0.789677874,0.57847324,0.477835664,0.816423608,,33,,,,
ASO385-408_MT_20210621,D2,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.827869044,1.047947718,0.483655692,7.732760864,1.09510818,0.468101022,1.265196877,,,33,,,,
ASO385-408_MT_20210621,D3,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.604584196,0.82466287,0.564614126,7.732760864,0.871823332,0.546455783,0.706238283,,,33,,,,
ASO385-408_MT_20210621,D4,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.165026629,0.385105303,0.765723106,7.732760864,0.432265765,0.741096972,0.682271669,0.816423608,,33,,,,
ASO385-408_MT_20210621,D5,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.268793426,0.4888721,0.712581977,7.732760864,0.536032562,0.689664895,0.315371164,,,33,,,,
ASO385-408_MT_20210621,D6,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,7.969017418,0.189096092,0.877155123,7.732760864,0.236256554,0.848945265,1.451627991,,,33,,,,
ASO385-408_total_20210621,D1,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.736675908,1.625014247,0.324206687,7.788506045,0.948169863,0.518289524,1.014497945,0.90181666,,33,,,,
ASO385-408_total_20210621,D2,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.581865461,1.4702038,0.360931309,7.788506045,0.793359416,0.576998944,0.663482863,,,33,,,,
ASO385-408_total_20210621,D3,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.742727586,1.631065925,0.322849584,7.788506045,0.95422154,0.516120006,1.027469172,,,33,,,,
ASO385-408_total_20210621,D4,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.08663212,0.974970459,0.508750263,7.788506045,0.298126075,0.813308121,0.749375312,0.90181666,,33,,,,
ASO385-408_total_20210621,D5,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.017408552,0.905746891,0.533756304,7.788506045,0.228902507,0.853283759,0.988383829,,,33,,,,
ASO385-408_total_20210621,D6,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.02327221,0.911610549,0.531591319,7.788506045,0.234766164,0.849822729,0.967690838,,,33,,,,
ASO385-408_WT_20210621,D1,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.664215329,0.723230013,0.605739748,7.646497302,1.017718028,0.493896953,0.742286571,0.890073241,,33,,,,
ASO385-408_WT_20210621,D2,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.637103479,0.696118163,0.617230748,7.646497302,0.990606177,0.503266273,0.659419855,,,33,,,,
ASO385-408_WT_20210621,D3,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.849404093,0.908418776,0.532768697,7.646497302,1.202906791,0.434399157,1.268513297,,,33,,,,
ASO385-408_WT_20210621,D4,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.1837485,0.242763184,0.845125099,7.646497302,0.537251198,0.689082585,0.984027749,0.890073241,,33,,,,
ASO385-408_WT_20210621,D5,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.196585796,0.255600479,0.83763842,7.646497302,0.550088494,0.682978234,0.930037972,,,33,,,,
ASO385-408_WT_20210621,D6,ASO388_10,KQJM133_L18_4-10-4_10uM_P33,8.238724607,0.297739291,0.813526197,7.646497302,0.592227305,0.663318052,0.756154002,,,33,,,,
ASO385-408_MT_20210621,D7,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,8.165558394,0.385637068,0.765440919,7.732760864,0.432797531,0.74082386,1.35788521,0.837390103,,33,,,,
ASO385-408_MT_20210621,D8,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,8.074964794,0.295043468,0.815047775,7.732760864,0.34220393,0.788835328,0.200108295,,,33,,,,
ASO385-408_MT_20210621,D9,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,8.13331907,0.353397744,0.782738469,7.732760864,0.400558206,0.75756511,0.954176805,,,33,,,,
ASO385-408_MT_20210621,D10,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,7.98069653,0.200775205,0.870082915,7.732760864,0.247935667,0.842100504,1.084359629,0.837390103,,33,,,,
ASO385-408_MT_20210621,D11,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,8.012509569,0.232588244,0.851106607,7.732760864,0.279748706,0.823734486,0.641470618,,,33,,,,
ASO385-408_MT_20210621,D12,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,8.002026093,0.222104767,0.857313777,7.732760864,0.26926523,0.829742029,0.786340063,,,33,,,,
ASO385-408_total_20210621,D7,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,7.772125643,0.660463982,0.632674791,7.788506045,-0.016380402,1.011418731,0.021280687,0.681301402,,33,,,,
ASO385-408_total_20210621,D8,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,7.805221969,0.693560308,0.61832605,7.788506045,0.016715924,0.988480271,0.868722638,,,33,,,,
ASO385-408_total_20210621,D9,ASO388_3,KQJM133_L18_4-10-4_3uM_P33,7.816532383,0.704870722,0.613497461,7.788506045,0.028026338,0.980761099,1.153900883,,,33,,,,
